ASX Code,Security Group Code,Issuer Name Full,Product Description Abbrev,Last Price ($),Business Date
BET   ,EQY,BETMAKERS TECHNOLOGY GROUP LTD                              ,ORDINARY            ,0.13,20230630
BEX   ,EQY,BIKEEXCHANGE LIMITED                                        ,ORDINARY            ,0.007,20230630
BEZ   ,EQY,BESRA GOLD INC.                                             ,CDI 1:1             ,0.19,20230630
BFC   ,EQY,BESTON GLOBAL FOOD COMPANY LIMITED                          ,ORDINARY            ,0.009,20230630
BFG   ,EQY,BELL FINANCIAL GROUP LIMITED                                ,ORDINARY            ,0.94,20230630
BFL   ,EQY,BSP FINANCIAL GROUP LIMITED                                 ,ORDINARY            ,4.86,20230630
BGA   ,EQY,BEGA CHEESE LIMITED                                         ,ORDINARY            ,2.85,20230630
BGD   ,EQY,BARTON GOLD HOLDINGS LIMITED                                ,ORDINARY            ,0.265,20230630
BGE   ,EQY,BRIDGE SAAS LIMITED                                         ,ORDINARY            ,0.037,20230630
BGL   ,EQY,BELLEVUE GOLD LIMITED                                       ,ORDINARY            ,1.27,20230630
BGP   ,EQY,BRISCOE GROUP AUSTRALASIA LIMITED                           ,ORD FOR. EXEMPT NZX ,4.28,20230628
BGT   ,EQY,BIO-GENE TECHNOLOGY LTD                                     ,ORDINARY            ,0.078,20230630
BHD   ,EQY,BENJAMIN HORNIGOLD LIMITED                                  ,ORDINARY            ,0.215,20230630
BHP   ,EQY,BHP GROUP LIMITED                                           ,ORDINARY            ,44.99,20230630
BIM   ,EQY,BINDI METALS LIMITED                                        ,ORDINARY            ,0.17,20230630
BIO   ,EQY,BIOME AUSTRALIA LIMITED                                     ,ORDINARY            ,0.072,20230630
BIR   ,EQY,BIR FINANCIAL LIMITED                                       ,ORDINARY            ,0.075,20230630
BIS   ,EQY,BISALLOY STEEL GROUP LIMITED                                ,ORDINARY            ,1.78,20230630
BIT   ,EQY,BIOTRON LIMITED                                             ,ORDINARY            ,0.026,20230630
BKG   ,EQY,BOOKTOPIA GROUP LIMITED                                     ,ORDINARY            ,0.16,20230628
BKI   ,EQY,BKI INVESTMENT COMPANY LIMITED                              ,ORDINARY            ,1.725,20230630
BKL   ,EQY,BLACKMORES LIMITED                                          ,ORDINARY            ,94.24,20230630
BKT   ,EQY,BLACK ROCK MINING LIMITED                                   ,ORDINARY            ,0.11,20230630
BKW   ,EQY,BRICKWORKS LIMITED                                          ,ORDINARY            ,26.66,20230630
BKY   ,EQY,BERKELEY ENERGIA LIMITED                                    ,ORDINARY            ,0.635,20230630
BLD   ,EQY,BORAL LIMITED.                                              ,ORDINARY            ,4.03,20230630
BLG   ,EQY,BLUGLASS LIMITED                                            ,ORDINARY            ,0.041,20230630
BLU   ,EQY,BLUE ENERGY LIMITED.                                        ,ORDINARY            ,0.027,20230630
BLX   ,EQY,BEACON LIGHTING GROUP LIMITED                               ,ORDINARY            ,1.64,20230630
BLY   ,EQY,BOART LONGYEAR GROUP LTD                                    ,CDI 1:1             ,1.4,20230630
BLZ   ,EQY,BLAZE MINERALS LIMITED                                      ,ORDINARY            ,0.023,20230630
BM8   ,EQY,BATTERY AGE MINERALS LTD                                    ,ORDINARY            ,0.53,20230630
BME   ,EQY,BLACK MOUNTAIN ENERGY LTD                                   ,ORDINARY            ,0.019,20230630
BMG   ,EQY,BMG RESOURCES LIMITED                                       ,ORDINARY            ,0.012,20230630
BMH   ,EQY,BAUMART HOLDINGS LIMITED                                    ,ORDINARY            ,0.1,20230529
BML   ,EQY,BOAB METALS LIMITED                                         ,ORDINARY            ,0.155,20230630
BMM   ,EQY,BALKAN MINING AND MINERALS LIMITED                          ,ORDINARY            ,0.2025,20230630
BMN   ,EQY,BANNERMAN ENERGY LTD                                        ,ORDINARY            ,1.65,20230630
BMO   ,EQY,BASTION MINERALS LIMITED                                    ,ORDINARY            ,0.036,20230630
BMR   ,EQY,BALLYMORE RESOURCES LIMITED                                 ,ORDINARY            ,0.115,20230630
BMT   ,EQY,BEAMTREE HOLDINGS LIMITED                                   ,ORDINARY            ,0.235,20230630
BNL   ,EQY,BLUE STAR HELIUM LIMITED                                    ,ORDINARY            ,0.025,20230630
BNO   ,EQY,BIONOMICS LIMITED                                           ,ORDINARY            ,0.018,20230630
BNR   ,EQY,BULLETIN RESOURCES LIMITED                                  ,ORDINARY            ,0.061,20230630
BNZ   ,EQY,BENZ MINING CORP.                                           ,CDI 1:1             ,0.49,20230630
BOA   ,EQY,BOADICEA RESOURCES LIMITED                                  ,ORDINARY            ,0.048,20230630
BOAN  ,EQY,BOADICEA RESOURCES LIMITED                                  ,DEFERRED            ,-,-
BOC   ,EQY,BOUGAINVILLE COPPER LIMITED                                 ,ORDINARY            ,0.4,20230630
BOD   ,EQY,BOD SCIENCE LIMITED                                         ,ORDINARY            ,0.069,20230630
BOE   ,EQY,BOSS ENERGY LTD                                             ,ORDINARY            ,3.1,20230630
BOL   ,EQY,BOOM LOGISTICS LIMITED                                      ,ORDINARY            ,0.115,20230630
BOQ   ,EQY,BANK OF QUEENSLAND LIMITED.                                 ,ORDINARY            ,5.49,20230630
BOT   ,EQY,BOTANIX PHARMACEUTICALS LTD                                 ,ORDINARY            ,0.13,20230630
BP8   ,EQY,BPH GLOBAL LTD                                              ,ORDINARY            ,0.003,20230630
BPH   ,EQY,BPH ENERGY LTD                                              ,ORDINARY            ,0.023,20230630
BPM   ,EQY,BPM MINERALS LIMITED                                        ,ORDINARY            ,0.075,20230630
BPP   ,EQY,BABYLON PUMP & POWER LIMITED                                ,ORDINARY            ,0.006,20230630
BPT   ,EQY,BEACH ENERGY LIMITED                                        ,ORDINARY            ,1.35,20230630
BRG   ,EQY,BREVILLE GROUP LIMITED                                      ,ORDINARY            ,19.94,20230630
BRI   ,EQY,BIG RIVER INDUSTRIES LIMITED                                ,ORDINARY            ,2.49,20230630
BRK   ,EQY,BROOKSIDE ENERGY LIMITED                                    ,ORDINARY            ,0.013,20230630
BRL   ,EQY,BATHURST RESOURCES LIMITED.                                 ,ORDINARY            ,0.98,20230630
BRN   ,EQY,BRAINCHIP HOLDINGS LTD                                      ,ORDINARY            ,0.365,20230630
BRU   ,EQY,BURU ENERGY LIMITED                                         ,ORDINARY            ,0.084,20230630
BRX   ,EQY,BELARAROX LIMITED                                           ,ORDINARY            ,0.265,20230630
BSA   ,EQY,BSA LIMITED                                                 ,ORDINARY            ,0.6,20230630
BSE   ,EQY,BASE RESOURCES LIMITED                                      ,ORDINARY            ,0.17,20230630
BSL   ,EQY,BLUESCOPE STEEL LIMITED                                     ,ORDINARY            ,20.55,20230630
BSN   ,EQY,BASIN ENERGY LIMITED                                        ,ORDINARY            ,0.15,20230630
BST   ,EQY,BEST & LESS GROUP HOLDINGS LTD                              ,ORDINARY            ,1.89,20230630
BSX   ,EQY,BLACKSTONE MINERALS LIMITED                                 ,ORDINARY            ,0.12,20230630
BTC   ,EQY,BTC HEALTH LTD                                              ,ORDINARY            ,0.026,20230630
BTE   ,EQY,BOTALA ENERGY LTD                                           ,ORDINARY            ,0.1,20230629
BTH   ,EQY,BIGTINCAN HOLDINGS LIMITED                                  ,ORDINARY            ,0.51,20230630
BTI   ,EQY,BAILADOR TECHNOLOGY INVESTMENTS LIMITED                     ,ORDINARY            ,1.165,20230630
BTN   ,EQY,BUTN LIMITED                                                ,ORDINARY            ,0.2,20230630
BTR   ,EQY,BRIGHTSTAR RESOURCES LIMITED                                ,ORDINARY            ,0.011,20230630
BUB   ,EQY,BUBS AUSTRALIA LIMITED                                      ,ORDINARY            ,0.18,20230630
BUD   ,EQY,BUDDY TECHNOLOGIES LTD                                      ,ORDINARY            ,0.006,20220412
BUR   ,EQY,BURLEY MINERALS LTD                                         ,ORDINARY            ,0.23,20230630
BUS   ,EQY,BUBALUS RESOURCES LIMITED                                   ,ORDINARY            ,0.165,20230629
BUX   ,EQY,BUXTON RESOURCES LIMITED                                    ,ORDINARY            ,0.165,20230630
BUY   ,EQY,BOUNTY OIL & GAS NL                                         ,ORDINARY            ,0.007,20230630
BVR   ,EQY,BELLAVISTA RESOURCES LTD                                    ,ORDINARY            ,0.155,20230630
BVS   ,EQY,BRAVURA SOLUTIONS LIMITED.                                  ,ORDINARY            ,0.47,20230630
BWF   ,EQY,BLACKWALL LIMITED                                           ,ORDINARY            ,0.54,20230630
BWX   ,EQY,BWX LIMITED                                                 ,ORDINARY            ,0.2,20230323
BXB   ,EQY,BRAMBLES LIMITED                                            ,ORDINARY            ,14.41,20230630
BXN   ,EQY,BIOXYNE LIMITED                                             ,ORDINARY            ,0.02,20230630
BYE   ,EQY,BYRON ENERGY LIMITED                                        ,ORDINARY            ,0.07,20230630
BYH   ,EQY,BRYAH RESOURCES LIMITED                                     ,ORDINARY            ,0.016,20230630
C1X   ,EQY,COSMOS EXPLORATION LIMITED                                  ,ORDINARY            ,0.37,20230630
C29   ,EQY,C29 METALS LIMITED                                          ,ORDINARY            ,0.085,20230627
C79   ,EQY,CHRYSOS CORPORATION LIMITED                                 ,ORDINARY            ,5.13,20230630
C7A   ,EQY,CLARA RESOURCES AUSTRALIA LTD                               ,ORDINARY            ,0.042,20230630
CAA   ,EQY,CAPRAL LIMITED                                              ,ORDINARY            ,7.01,20230630
CAE   ,EQY,CANNINDAH RESOURCES LIMITED                                 ,ORDINARY            ,0.15,20230630
CAF   ,EQY,CENTREPOINT ALLIANCE LIMITED                                ,ORDINARY            ,0.225,20230629
CAG   ,EQY,CAPE RANGE LTD                                              ,ORDINARY            ,0.1,20230616
CAI   ,EQY,CALIDUS RESOURCES LIMITED                                   ,ORDINARY            ,0.17,20230630
CAJ   ,EQY,CAPITOL HEALTH LIMITED                                      ,ORDINARY            ,0.27,20230630
CAM   ,EQY,CLIME CAPITAL LIMITED                                       ,ORDINARY            ,0.835,20230630
CAN   ,EQY,CANN GROUP LIMITED                                          ,ORDINARY            ,0.12,20230630
CAQ   ,EQY,CAQ HOLDINGS LIMITED                                        ,ORDINARY            ,0.011,20230616
CAR   ,EQY,CARSALES.COM LIMITED.                                       ,ORDINARY            ,23.82,20230630
CAT   ,EQY,CATAPULT GROUP INTERNATIONAL LTD                            ,ORDINARY            ,0.995,20230630
CAV   ,EQY,CARNAVALE RESOURCES LIMITED                                 ,ORDINARY            ,0.003,20230630
CAY   ,EQY,CANYON RESOURCES LIMITED                                    ,ORDINARY            ,0.071,20230630
CAZ   ,EQY,CAZALY RESOURCES LIMITED                                    ,ORDINARY            ,0.039,20230630
CBA   ,EQY,COMMONWEALTH BANK OF AUSTRALIA.                             ,ORDINARY            ,100.27,20230630
CBE   ,EQY,COBRE LIMITED                                               ,ORDINARY            ,0.095,20230630
CBH   ,EQY,COOLABAH METALS LIMITED                                     ,ORDINARY            ,0.081,20230630
CBL   ,EQY,CONTROL BIONICS LIMITED                                     ,ORDINARY            ,0.087,20230630
CBO   ,EQY,COBRAM ESTATE OLIVES LIMITED                                ,ORDINARY            ,1.235,20230630
CBR   ,EQY,CARBON REVOLUTION LIMITED                                   ,ORDINARY            ,0.12,20230630
CBY   ,EQY,CANTERBURY RESOURCES LIMITED                                ,ORDINARY            ,0.022,20230630
CCA   ,EQY,CHANGE FINANCIAL LIMITED                                    ,ORDINARY            ,0.042,20230630
CCE   ,EQY,CARNEGIE CLEAN ENERGY LIMITED                               ,ORDINARY            ,0.0015,20230630
CCG   ,EQY,COMMS GROUP LTD                                             ,ORDINARY            ,0.077,20230629
CCO   ,EQY,THE CALMER CO INTERNATIONAL LIMITED                         ,ORDINARY            ,0.003,20230630
CCP   ,EQY,CREDIT CORP GROUP LIMITED                                   ,ORDINARY            ,19.8,20230630
CCR   ,EQY,CREDIT CLEAR LIMITED                                        ,ORDINARY            ,0.22,20230630
CCV   ,EQY,CASH CONVERTERS INTERNATIONAL                               ,ORDINARY            ,0.225,20230630
CCX   ,EQY,CITY CHIC COLLECTIVE LIMITED                                ,ORDINARY            ,0.38,20230630
CCZ   ,EQY,CASTILLO COPPER LIMITED                                     ,ORDINARY            ,0.007,20230630
CDA   ,EQY,CODAN LIMITED                                               ,ORDINARY            ,8.03,20230630
CDD   ,EQY,CARDNO LIMITED                                              ,ORDINARY            ,0.405,20230630
CDM   ,EQY,CADENCE CAPITAL LIMITED                                     ,ORDINARY            ,0.75,20230630
CDO   ,EQY,CADENCE OPPORTUNITIES FUND LIMITED.                         ,ORDINARY            ,1.8175,20230629
CDR   ,EQY,CODRUS MINERALS LIMITED                                     ,ORDINARY            ,0.08,20230630
CDT   ,EQY,CASTLE MINERALS LIMITED                                     ,ORDINARY            ,0.011,20230630
CDX   ,EQY,CARDIEX LIMITED                                             ,ORDINARY            ,0.155,20230630
